NO,Tanggal,Kurs
1,10/1/2024 12:00:00 AM,15204
2,9/30/2024 12:00:00 AM,15144
3,9/27/2024 12:00:00 AM,15138
4,9/26/2024 12:00:00 AM,15171
5,9/25/2024 12:00:00 AM,15092
6,9/24/2024 12:00:00 AM,15186
7,9/23/2024 12:00:00 AM,15191
8,9/20/2024 12:00:00 AM,15100
9,9/19/2024 12:00:00 AM,15287
10,9/18/2024 12:00:00 AM,15350
11,9/17/2024 12:00:00 AM,15338
12,9/13/2024 12:00:00 AM,15405
13,9/12/2024 12:00:00 AM,15421
14,9/11/2024 12:00:00 AM,15415
15,9/10/2024 12:00:00 AM,15447
16,9/9/2024 12:00:00 AM,15446
17,9/6/2024 12:00:00 AM,15372
18,9/5/2024 12:00:00 AM,15410
19,9/4/2024 12:00:00 AM,15490
20,9/3/2024 12:00:00 AM,15557
21,9/2/2024 12:00:00 AM,15536
22,8/30/2024 12:00:00 AM,15473
23,8/29/2024 12:00:00 AM,15409
24,8/28/2024 12:00:00 AM,15476
25,8/27/2024 12:00:00 AM,15509
26,8/26/2024 12:00:00 AM,15380
27,8/23/2024 12:00:00 AM,15554
28,8/22/2024 12:00:00 AM,15579
29,8/21/2024 12:00:00 AM,15456
30,8/20/2024 12:00:00 AM,15480
31,8/19/2024 12:00:00 AM,15591
32,8/16/2024 12:00:00 AM,15716
33,8/15/2024 12:00:00 AM,15687
34,8/14/2024 12:00:00 AM,15691
35,8/13/2024 12:00:00 AM,15885
36,8/12/2024 12:00:00 AM,15963
37,8/9/2024 12:00:00 AM,15914
38,8/8/2024 12:00:00 AM,15952
39,8/7/2024 12:00:00 AM,16100
40,8/6/2024 12:00:00 AM,16183
41,8/5/2024 12:00:00 AM,16154
42,8/2/2024 12:00:00 AM,16234
43,8/1/2024 12:00:00 AM,16243
44,7/31/2024 12:00:00 AM,16294
45,7/30/2024 12:00:00 AM,16320
46,7/29/2024 12:00:00 AM,16286
47,7/26/2024 12:00:00 AM,16294
48,7/25/2024 12:00:00 AM,16268
49,7/24/2024 12:00:00 AM,16224
50,7/23/2024 12:00:00 AM,16204
51,7/22/2024 12:00:00 AM,16228
52,7/19/2024 12:00:00 AM,16199
53,7/18/2024 12:00:00 AM,16160
54,7/17/2024 12:00:00 AM,16129
55,7/16/2024 12:00:00 AM,16203
56,7/15/2024 12:00:00 AM,16174
57,7/12/2024 12:00:00 AM,16154
58,7/11/2024 12:00:00 AM,16200
59,7/10/2024 12:00:00 AM,16256
60,7/9/2024 12:00:00 AM,16281
61,7/8/2024 12:00:00 AM,16265
62,7/5/2024 12:00:00 AM,16312
63,7/4/2024 12:00:00 AM,16341
64,7/3/2024 12:00:00 AM,16387
65,7/2/2024 12:00:00 AM,16384
66,7/1/2024 12:00:00 AM,16355
67,6/28/2024 12:00:00 AM,16394
68,6/27/2024 12:00:00 AM,16421
69,6/26/2024 12:00:00 AM,16435
70,6/25/2024 12:00:00 AM,16379
71,6/24/2024 12:00:00 AM,16431
72,6/21/2024 12:00:00 AM,16458
73,6/20/2024 12:00:00 AM,16420
74,6/19/2024 12:00:00 AM,16368
75,6/14/2024 12:00:00 AM,16374
76,6/13/2024 12:00:00 AM,16286
77,6/12/2024 12:00:00 AM,16297
78,6/11/2024 12:00:00 AM,16295
79,6/10/2024 12:00:00 AM,16290
80,6/7/2024 12:00:00 AM,16218
81,6/6/2024 12:00:00 AM,16279
82,6/5/2024 12:00:00 AM,16282
83,6/4/2024 12:00:00 AM,16220
84,6/3/2024 12:00:00 AM,16225
85,5/31/2024 12:00:00 AM,16251
86,5/30/2024 12:00:00 AM,16253
87,5/29/2024 12:00:00 AM,16160
88,5/28/2024 12:00:00 AM,16095
89,5/27/2024 12:00:00 AM,16064
90,5/22/2024 12:00:00 AM,15995
91,5/21/2024 12:00:00 AM,16024
92,5/20/2024 12:00:00 AM,15980
93,5/17/2024 12:00:00 AM,15978
94,5/16/2024 12:00:00 AM,15944
95,5/15/2024 12:00:00 AM,16070
96,5/14/2024 12:00:00 AM,16131
97,5/13/2024 12:00:00 AM,16085
98,5/8/2024 12:00:00 AM,16081
99,5/7/2024 12:00:00 AM,16054
100,5/6/2024 12:00:00 AM,16025
101,5/3/2024 12:00:00 AM,16094
102,5/2/2024 12:00:00 AM,16202
103,4/30/2024 12:00:00 AM,16276
104,4/29/2024 12:00:00 AM,16249
105,4/26/2024 12:00:00 AM,16222
106,4/25/2024 12:00:00 AM,16208
107,4/24/2024 12:00:00 AM,16161
108,4/23/2024 12:00:00 AM,16244
109,4/22/2024 12:00:00 AM,16224
110,4/19/2024 12:00:00 AM,16280
111,4/18/2024 12:00:00 AM,16177
112,4/17/2024 12:00:00 AM,16240
113,4/16/2024 12:00:00 AM,16176
114,4/5/2024 12:00:00 AM,15873
115,4/4/2024 12:00:00 AM,15907
116,4/3/2024 12:00:00 AM,15923
117,4/2/2024 12:00:00 AM,15934
118,4/1/2024 12:00:00 AM,15909
119,3/28/2024 12:00:00 AM,15873
120,3/27/2024 12:00:00 AM,15853
121,3/26/2024 12:00:00 AM,15797
122,3/25/2024 12:00:00 AM,15795
123,3/22/2024 12:00:00 AM,15773
124,3/21/2024 12:00:00 AM,15662
125,3/20/2024 12:00:00 AM,15727
126,3/19/2024 12:00:00 AM,15712
127,3/18/2024 12:00:00 AM,15672
128,3/15/2024 12:00:00 AM,15624
129,3/14/2024 12:00:00 AM,15582
130,3/13/2024 12:00:00 AM,15576
131,3/8/2024 12:00:00 AM,15603
132,3/7/2024 12:00:00 AM,15658
133,3/6/2024 12:00:00 AM,15723
134,3/5/2024 12:00:00 AM,15756
135,3/4/2024 12:00:00 AM,15723
136,3/1/2024 12:00:00 AM,15696
137,2/29/2024 12:00:00 AM,15715
138,2/28/2024 12:00:00 AM,15673
139,2/27/2024 12:00:00 AM,15655
140,2/26/2024 12:00:00 AM,15635
141,2/23/2024 12:00:00 AM,15589
142,2/22/2024 12:00:00 AM,15630
143,2/21/2024 12:00:00 AM,15658
144,2/20/2024 12:00:00 AM,15659
145,2/19/2024 12:00:00 AM,15630
146,2/16/2024 12:00:00 AM,15654
147,2/15/2024 12:00:00 AM,15606
148,2/13/2024 12:00:00 AM,15585
149,2/12/2024 12:00:00 AM,15612
150,2/7/2024 12:00:00 AM,15685
151,2/6/2024 12:00:00 AM,15734
152,2/5/2024 12:00:00 AM,15705
153,2/2/2024 12:00:00 AM,15688
154,2/1/2024 12:00:00 AM,15775
155,1/31/2024 12:00:00 AM,15803
156,1/30/2024 12:00:00 AM,15796
157,1/29/2024 12:00:00 AM,15825
158,1/26/2024 12:00:00 AM,15829
159,1/25/2024 12:00:00 AM,15767
160,1/24/2024 12:00:00 AM,15719
161,1/23/2024 12:00:00 AM,15656
162,1/22/2024 12:00:00 AM,15627
163,1/19/2024 12:00:00 AM,15628
164,1/18/2024 12:00:00 AM,15630
165,1/17/2024 12:00:00 AM,15639
166,1/16/2024 12:00:00 AM,15592
167,1/15/2024 12:00:00 AM,15555
168,1/12/2024 12:00:00 AM,15559
169,1/11/2024 12:00:00 AM,15558
170,1/10/2024 12:00:00 AM,15568
171,1/9/2024 12:00:00 AM,15518
172,1/8/2024 12:00:00 AM,15522
173,1/5/2024 12:00:00 AM,15518
174,1/4/2024 12:00:00 AM,15525
175,1/3/2024 12:00:00 AM,15495
176,1/2/2024 12:00:00 AM,15473
177,12/29/2023 12:00:00 AM,15439
178,12/28/2023 12:00:00 AM,15416
179,12/27/2023 12:00:00 AM,15414
180,12/22/2023 12:00:00 AM,15489
181,12/21/2023 12:00:00 AM,15533
182,12/20/2023 12:00:00 AM,15512
183,12/19/2023 12:00:00 AM,15506
184,12/18/2023 12:00:00 AM,15516
185,12/15/2023 12:00:00 AM,15503
186,12/14/2023 12:00:00 AM,15493
187,12/13/2023 12:00:00 AM,15629
188,12/12/2023 12:00:00 AM,15631
189,12/11/2023 12:00:00 AM,15614
190,12/8/2023 12:00:00 AM,15500
191,12/7/2023 12:00:00 AM,15536
192,12/6/2023 12:00:00 AM,15504
193,12/5/2023 12:00:00 AM,15504
194,12/4/2023 12:00:00 AM,15446
195,12/1/2023 12:00:00 AM,15524
196,11/30/2023 12:00:00 AM,15484
197,11/29/2023 12:00:00 AM,15384
198,11/28/2023 12:00:00 AM,15450
199,11/27/2023 12:00:00 AM,15527
200,11/24/2023 12:00:00 AM,15587
201,11/23/2023 12:00:00 AM,15593
202,11/22/2023 12:00:00 AM,15584
203,11/21/2023 12:00:00 AM,15436
204,11/20/2023 12:00:00 AM,15419
205,11/17/2023 12:00:00 AM,15504
206,11/16/2023 12:00:00 AM,15595
207,11/15/2023 12:00:00 AM,15503
208,11/14/2023 12:00:00 AM,15699
209,11/13/2023 12:00:00 AM,15713
210,11/10/2023 12:00:00 AM,15693
211,11/9/2023 12:00:00 AM,15649
212,11/8/2023 12:00:00 AM,15629
213,11/7/2023 12:00:00 AM,15593
214,11/6/2023 12:00:00 AM,15550
215,11/3/2023 12:00:00 AM,15771
216,11/2/2023 12:00:00 AM,15861
217,11/1/2023 12:00:00 AM,15946
218,10/31/2023 12:00:00 AM,15897
219,10/30/2023 12:00:00 AM,15916
220,10/27/2023 12:00:00 AM,15941
221,10/26/2023 12:00:00 AM,15933
222,10/25/2023 12:00:00 AM,15871
223,10/24/2023 12:00:00 AM,15869
224,10/23/2023 12:00:00 AM,15943
225,10/20/2023 12:00:00 AM,15856
226,10/19/2023 12:00:00 AM,15838
227,10/18/2023 12:00:00 AM,15731
228,10/17/2023 12:00:00 AM,15718
229,10/16/2023 12:00:00 AM,15716
230,10/13/2023 12:00:00 AM,15709
231,10/12/2023 12:00:00 AM,15702
232,10/11/2023 12:00:00 AM,15710
233,10/10/2023 12:00:00 AM,15708
234,10/9/2023 12:00:00 AM,15675
235,10/6/2023 12:00:00 AM,15628
236,10/5/2023 12:00:00 AM,15601
237,10/4/2023 12:00:00 AM,15636
238,10/3/2023 12:00:00 AM,15600
239,10/2/2023 12:00:00 AM,15519
240,9/29/2023 12:00:00 AM,15487
241,9/27/2023 12:00:00 AM,15526
242,9/26/2023 12:00:00 AM,15464
243,9/25/2023 12:00:00 AM,15399
244,9/22/2023 12:00:00 AM,15383
245,9/21/2023 12:00:00 AM,15397
246,9/20/2023 12:00:00 AM,15396
247,9/19/2023 12:00:00 AM,15381
248,9/18/2023 12:00:00 AM,15373
249,9/15/2023 12:00:00 AM,15367
250,9/14/2023 12:00:00 AM,15357
251,9/13/2023 12:00:00 AM,15367
252,9/12/2023 12:00:00 AM,15344
253,9/11/2023 12:00:00 AM,15352
254,9/8/2023 12:00:00 AM,15341
255,9/7/2023 12:00:00 AM,15334
256,9/6/2023 12:00:00 AM,15307
257,9/5/2023 12:00:00 AM,15260
258,9/4/2023 12:00:00 AM,15247
259,9/1/2023 12:00:00 AM,15252
260,8/31/2023 12:00:00 AM,15237
261,8/30/2023 12:00:00 AM,15239
262,8/29/2023 12:00:00 AM,15263
263,8/28/2023 12:00:00 AM,15294
264,8/25/2023 12:00:00 AM,15297
265,8/24/2023 12:00:00 AM,15253
266,8/23/2023 12:00:00 AM,15319
267,8/22/2023 12:00:00 AM,15326
268,8/21/2023 12:00:00 AM,15329
269,8/18/2023 12:00:00 AM,15308
270,8/16/2023 12:00:00 AM,15308
271,8/15/2023 12:00:00 AM,15346
272,8/14/2023 12:00:00 AM,15323
273,8/11/2023 12:00:00 AM,15225
274,8/10/2023 12:00:00 AM,15204
275,8/9/2023 12:00:00 AM,15206
276,8/8/2023 12:00:00 AM,15229
277,8/7/2023 12:00:00 AM,15178
278,8/4/2023 12:00:00 AM,15168
279,8/3/2023 12:00:00 AM,15198
280,8/2/2023 12:00:00 AM,15171
281,8/1/2023 12:00:00 AM,15117
282,7/31/2023 12:00:00 AM,15092
283,7/28/2023 12:00:00 AM,15083
284,7/27/2023 12:00:00 AM,15003
285,7/26/2023 12:00:00 AM,15032
286,7/25/2023 12:00:00 AM,15007
287,7/24/2023 12:00:00 AM,15028
288,7/21/2023 12:00:00 AM,15026
289,7/20/2023 12:00:00 AM,14991
290,7/18/2023 12:00:00 AM,14994
291,7/17/2023 12:00:00 AM,15007
292,7/14/2023 12:00:00 AM,14945
293,7/13/2023 12:00:00 AM,14978
294,7/12/2023 12:00:00 AM,15084
295,7/11/2023 12:00:00 AM,15162
296,7/10/2023 12:00:00 AM,15192
297,7/7/2023 12:00:00 AM,15136
298,7/6/2023 12:00:00 AM,15062
299,7/5/2023 12:00:00 AM,15013
300,7/4/2023 12:00:00 AM,15018
301,7/3/2023 12:00:00 AM,15034
302,6/27/2023 12:00:00 AM,15000
303,6/26/2023 12:00:00 AM,15026
304,6/23/2023 12:00:00 AM,14998
305,6/22/2023 12:00:00 AM,14918
306,6/21/2023 12:00:00 AM,14982
307,6/20/2023 12:00:00 AM,15040
308,6/19/2023 12:00:00 AM,14994
309,6/16/2023 12:00:00 AM,14945
310,6/15/2023 12:00:00 AM,14943
311,6/14/2023 12:00:00 AM,14895
312,6/13/2023 12:00:00 AM,14868
313,6/12/2023 12:00:00 AM,14874
314,6/9/2023 12:00:00 AM,14853
315,6/8/2023 12:00:00 AM,14903
316,6/7/2023 12:00:00 AM,14875
317,6/6/2023 12:00:00 AM,14839
318,6/5/2023 12:00:00 AM,14888
319,5/31/2023 12:00:00 AM,15003
320,5/30/2023 12:00:00 AM,14969
321,5/29/2023 12:00:00 AM,14973
322,5/26/2023 12:00:00 AM,14959
323,5/25/2023 12:00:00 AM,14952
324,5/24/2023 12:00:00 AM,14905
325,5/23/2023 12:00:00 AM,14878
326,5/22/2023 12:00:00 AM,14897
327,5/19/2023 12:00:00 AM,14936
328,5/17/2023 12:00:00 AM,14875
329,5/16/2023 12:00:00 AM,14810
330,5/15/2023 12:00:00 AM,14812
331,5/12/2023 12:00:00 AM,14752
332,5/11/2023 12:00:00 AM,14722
333,5/10/2023 12:00:00 AM,14746
334,5/9/2023 12:00:00 AM,14757
335,5/8/2023 12:00:00 AM,14709
336,5/5/2023 12:00:00 AM,14674
337,5/4/2023 12:00:00 AM,14632
338,5/3/2023 12:00:00 AM,14706
339,5/2/2023 12:00:00 AM,14703
340,4/28/2023 12:00:00 AM,14661
341,4/27/2023 12:00:00 AM,14751
342,4/26/2023 12:00:00 AM,14882
343,4/18/2023 12:00:00 AM,14855
344,4/17/2023 12:00:00 AM,14773
345,4/14/2023 12:00:00 AM,14666
346,4/13/2023 12:00:00 AM,14792
347,4/12/2023 12:00:00 AM,14866
348,4/11/2023 12:00:00 AM,14888
349,4/10/2023 12:00:00 AM,14905
350,4/6/2023 12:00:00 AM,14943
351,4/5/2023 12:00:00 AM,14933
352,4/4/2023 12:00:00 AM,14913
353,4/3/2023 12:00:00 AM,14990
354,3/31/2023 12:00:00 AM,14977
355,3/30/2023 12:00:00 AM,15062
356,3/29/2023 12:00:00 AM,15094
357,3/28/2023 12:00:00 AM,15088
358,3/27/2023 12:00:00 AM,15174
359,3/24/2023 12:00:00 AM,15189
360,3/21/2023 12:00:00 AM,15349
361,3/20/2023 12:00:00 AM,15372
362,3/17/2023 12:00:00 AM,15364
363,3/16/2023 12:00:00 AM,15418
364,3/15/2023 12:00:00 AM,15365
365,3/14/2023 12:00:00 AM,15380
366,3/13/2023 12:00:00 AM,15374
367,3/10/2023 12:00:00 AM,15468
368,3/9/2023 12:00:00 AM,15438
369,3/8/2023 12:00:00 AM,15451
370,3/7/2023 12:00:00 AM,15359
371,3/6/2023 12:00:00 AM,15301
372,3/3/2023 12:00:00 AM,15306
373,3/2/2023 12:00:00 AM,15273
374,3/1/2023 12:00:00 AM,15250
375,2/28/2023 12:00:00 AM,15240
376,2/27/2023 12:00:00 AM,15274
377,2/24/2023 12:00:00 AM,15216
378,2/23/2023 12:00:00 AM,15187
379,2/22/2023 12:00:00 AM,15218
380,2/21/2023 12:00:00 AM,15179
381,2/20/2023 12:00:00 AM,15168
382,2/17/2023 12:00:00 AM,15199
383,2/16/2023 12:00:00 AM,15176
384,2/15/2023 12:00:00 AM,15194
385,2/14/2023 12:00:00 AM,15168
386,2/13/2023 12:00:00 AM,15216
387,2/10/2023 12:00:00 AM,15140
388,2/9/2023 12:00:00 AM,15120
389,2/8/2023 12:00:00 AM,15122
390,2/7/2023 12:00:00 AM,15139
391,2/6/2023 12:00:00 AM,15055
392,2/3/2023 12:00:00 AM,14898
393,2/2/2023 12:00:00 AM,14868
394,2/1/2023 12:00:00 AM,14991
395,1/31/2023 12:00:00 AM,14992
396,1/30/2023 12:00:00 AM,14979
397,1/27/2023 12:00:00 AM,14978
398,1/26/2023 12:00:00 AM,14964
399,1/25/2023 12:00:00 AM,14958
400,1/24/2023 12:00:00 AM,14930
401,1/20/2023 12:00:00 AM,15121
402,1/19/2023 12:00:00 AM,15113
403,1/18/2023 12:00:00 AM,15137
404,1/17/2023 12:00:00 AM,15154
405,1/16/2023 12:00:00 AM,15019
406,1/13/2023 12:00:00 AM,15177
407,1/12/2023 12:00:00 AM,15366
408,1/11/2023 12:00:00 AM,15527
409,1/10/2023 12:00:00 AM,15589
410,1/9/2023 12:00:00 AM,15574
411,1/6/2023 12:00:00 AM,15635
412,1/5/2023 12:00:00 AM,15610
413,1/4/2023 12:00:00 AM,15615
414,1/3/2023 12:00:00 AM,15590
415,1/2/2023 12:00:00 AM,15572
416,12/30/2022 12:00:00 AM,15592
417,12/29/2022 12:00:00 AM,15731
418,12/28/2022 12:00:00 AM,15703
419,12/27/2022 12:00:00 AM,15659
420,12/26/2022 12:00:00 AM,15636
421,12/23/2022 12:00:00 AM,15605
422,12/22/2022 12:00:00 AM,15594
423,12/21/2022 12:00:00 AM,15601
424,12/20/2022 12:00:00 AM,15608
425,12/19/2022 12:00:00 AM,15621
426,12/16/2022 12:00:00 AM,15617
427,12/15/2022 12:00:00 AM,15630
428,12/14/2022 12:00:00 AM,15619
429,12/13/2022 12:00:00 AM,15661
430,12/12/2022 12:00:00 AM,15642
431,12/9/2022 12:00:00 AM,15587
432,12/8/2022 12:00:00 AM,15624
433,12/7/2022 12:00:00 AM,15619
434,12/6/2022 12:00:00 AM,15576
435,12/5/2022 12:00:00 AM,15409
436,12/2/2022 12:00:00 AM,15429
437,12/1/2022 12:00:00 AM,15617
438,11/30/2022 12:00:00 AM,15742
439,11/29/2022 12:00:00 AM,15737
440,11/28/2022 12:00:00 AM,15729
441,11/25/2022 12:00:00 AM,15668
442,11/24/2022 12:00:00 AM,15647
443,11/23/2022 12:00:00 AM,15700
444,11/22/2022 12:00:00 AM,15716
445,11/21/2022 12:00:00 AM,15707
446,11/18/2022 12:00:00 AM,15692
447,11/17/2022 12:00:00 AM,15687
448,11/16/2022 12:00:00 AM,15610
449,11/15/2022 12:00:00 AM,15564
450,11/14/2022 12:00:00 AM,15499
451,11/11/2022 12:00:00 AM,15493
452,11/10/2022 12:00:00 AM,15701
453,11/9/2022 12:00:00 AM,15654
454,11/8/2022 12:00:00 AM,15684
455,11/7/2022 12:00:00 AM,15692
456,11/4/2022 12:00:00 AM,15736
457,11/3/2022 12:00:00 AM,15681
458,11/2/2022 12:00:00 AM,15652
459,11/1/2022 12:00:00 AM,15647
460,10/31/2022 12:00:00 AM,15596
461,10/28/2022 12:00:00 AM,15542
462,10/27/2022 12:00:00 AM,15573
463,10/26/2022 12:00:00 AM,15596
464,10/25/2022 12:00:00 AM,15616
465,10/24/2022 12:00:00 AM,15590
466,10/21/2022 12:00:00 AM,15610
467,10/20/2022 12:00:00 AM,15579
468,10/19/2022 12:00:00 AM,15491
469,10/18/2022 12:00:00 AM,15469
470,10/17/2022 12:00:00 AM,15480
471,10/14/2022 12:00:00 AM,15390
472,10/13/2022 12:00:00 AM,15357
473,10/12/2022 12:00:00 AM,15373
474,10/11/2022 12:00:00 AM,15362
475,10/10/2022 12:00:00 AM,15299
476,10/7/2022 12:00:00 AM,15246
477,10/6/2022 12:00:00 AM,15197
478,10/5/2022 12:00:00 AM,15196
479,10/4/2022 12:00:00 AM,15276
480,10/3/2022 12:00:00 AM,15293
481,9/30/2022 12:00:00 AM,15232
482,9/29/2022 12:00:00 AM,15247
483,9/28/2022 12:00:00 AM,15243
484,9/27/2022 12:00:00 AM,15155
485,9/26/2022 12:00:00 AM,15119
486,9/23/2022 12:00:00 AM,15035
487,9/22/2022 12:00:00 AM,15033
488,9/21/2022 12:00:00 AM,15011
489,9/20/2022 12:00:00 AM,14975
490,9/19/2022 12:00:00 AM,14980
491,9/16/2022 12:00:00 AM,14939
492,9/15/2022 12:00:00 AM,14899
493,9/14/2022 12:00:00 AM,14923
494,9/13/2022 12:00:00 AM,14861
495,9/12/2022 12:00:00 AM,14839
496,9/9/2022 12:00:00 AM,14846
497,9/8/2022 12:00:00 AM,14905
498,9/7/2022 12:00:00 AM,14927
499,9/6/2022 12:00:00 AM,14885
500,9/5/2022 12:00:00 AM,14920
501,9/2/2022 12:00:00 AM,14900
502,9/1/2022 12:00:00 AM,14884
503,8/31/2022 12:00:00 AM,14853
504,8/30/2022 12:00:00 AM,14875
505,8/29/2022 12:00:00 AM,14887
506,8/26/2022 12:00:00 AM,14814
507,8/25/2022 12:00:00 AM,14827
508,8/24/2022 12:00:00 AM,14851
509,8/23/2022 12:00:00 AM,14893
510,8/22/2022 12:00:00 AM,14882
511,8/19/2022 12:00:00 AM,14858
512,8/18/2022 12:00:00 AM,14822
513,8/16/2022 12:00:00 AM,14767
514,8/15/2022 12:00:00 AM,14727
515,8/12/2022 12:00:00 AM,14688
516,8/11/2022 12:00:00 AM,14799
517,8/10/2022 12:00:00 AM,14875
518,8/9/2022 12:00:00 AM,14862
519,8/8/2022 12:00:00 AM,14915
520,8/5/2022 12:00:00 AM,14904
521,8/4/2022 12:00:00 AM,14929
522,8/3/2022 12:00:00 AM,14917
523,8/2/2022 12:00:00 AM,14888
524,8/1/2022 12:00:00 AM,14874
525,7/29/2022 12:00:00 AM,14860
526,7/28/2022 12:00:00 AM,14958
527,7/27/2022 12:00:00 AM,15020
528,7/26/2022 12:00:00 AM,14984
529,7/25/2022 12:00:00 AM,14992
530,7/22/2022 12:00:00 AM,15024
531,7/21/2022 12:00:00 AM,15017
532,7/20/2022 12:00:00 AM,14984
533,7/19/2022 12:00:00 AM,14992
534,7/18/2022 12:00:00 AM,14986
535,7/15/2022 12:00:00 AM,14999
536,7/14/2022 12:00:00 AM,14999
537,7/13/2022 12:00:00 AM,14985
538,7/12/2022 12:00:00 AM,14993
539,7/11/2022 12:00:00 AM,14969
540,7/8/2022 12:00:00 AM,14981
541,7/7/2022 12:00:00 AM,14986
542,7/6/2022 12:00:00 AM,15015
543,7/5/2022 12:00:00 AM,14990
544,7/4/2022 12:00:00 AM,14960
545,7/1/2022 12:00:00 AM,14956
546,6/30/2022 12:00:00 AM,14882
547,6/29/2022 12:00:00 AM,14848
548,6/28/2022 12:00:00 AM,14837
549,6/27/2022 12:00:00 AM,14802
550,6/24/2022 12:00:00 AM,14846
